timestamp, acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z, mag_x, mag_y, mag_z, light, la_x, la_y, la_z, gravity_x, gravity_y, gravity_z, pressure, rot_x, rot_y, rot_z, azimuth, pitch, roll, sensor_change
1551754653187, 1.2922821044921875, 5.30963134765625, 8.329788208007812, -0.007171630859375, 0.0103759765625, 0.0032501220703125, -313.58642578125, -48.8006591796875, -3.71856689453125, 10.131988525390625, -0.018117308616638184, -0.013508796691894531, -0.2866840362548828, 1.3661259412765503, 5.2652668952941895, 8.16374683380127, 995.3880004882812, 0.14598189294338226, -0.24914047122001648, -0.6792222261428833, 87.0, -32.37398676012031, -9.39738236390645, android.sensor.light
1551754653202, -0.407257080078125, 0.9309539794921875, 9.768173217773438, -0.007171630859375, 0.0103759765625, 0.0032501220703125, -313.58642578125, -48.8006591796875, -3.71856689453125, 10.131988525390625, -0.018117308616638184, -0.013508796691894531, -0.2866840362548828, 1.3661259412765503, 5.2652668952941895, 8.16374683380127, 995.3880004882812, 0.14598189294338226, -0.24914047122001648, -0.6792222261428833, 87.0, -32.37398676012031, -9.39738236390645, android.sensor.accelerometer
1551754653214, -0.407257080078125, 0.9309539794921875, 9.768173217773438, -0.007171630859375, 0.0103759765625, 0.0032501220703125, -313.58642578125, -48.8006591796875, -3.71856689453125, 10.131988525390625, -0.018117308616638184, -0.013508796691894531, -0.2866840362548828, 1.3661259412765503, 5.2652668952941895, 8.16374683380127, 995.1461181640625, 0.14598189294338226, -0.24914047122001648, -0.6792222261428833, 87.0, -32.37398676012031, -9.39738236390645, android.sensor.pressure
1551754653274, -0.407257080078125, 0.9309539794921875, 9.768173217773438, -0.007171630859375, 0.0103759765625, 0.0032501220703125, -260.63690185546875, -33.2305908203125, -9.86785888671875, 10.131988525390625, -0.018117308616638184, -0.013508796691894531, -0.2866840362548828, 1.3661259412765503, 5.2652668952941895, 8.16374683380127, 995.1461181640625, 0.14598189294338226, -0.24914047122001648, -0.6792222261428833, 87.0, -32.37398676012031, -9.39738236390645, android.sensor.magnetic_field
1551754653291, -0.407257080078125, 0.9309539794921875, 9.768173217773438, -0.007171630859375, 0.0103759765625, 0.0032501220703125, -260.63690185546875, -33.2305908203125, -9.86785888671875, 9.599990844726562, -0.018117308616638184, -0.013508796691894531, -0.2866840362548828, 1.3661259412765503, 5.2652668952941895, 8.16374683380127, 995.1461181640625, 0.14598189294338226, -0.24914047122001648, -0.6792222261428833, 87.0, -32.37398676012031, -9.39738236390645, android.sensor.light
1551754653294, -0.3221282958984375, 0.905059814453125, 9.843429565429688, -0.007171630859375, 0.0103759765625, 0.0032501220703125, -260.63690185546875, -33.2305908203125, -9.86785888671875, 9.599990844726562, -0.018117308616638184, -0.013508796691894531, -0.2866840362548828, 1.3661259412765503, 5.2652668952941895, 8.16374683380127, 995.1461181640625, 0.14598189294338226, -0.24914047122001648, -0.6792222261428833, 87.0, -32.37398676012031, -9.39738236390645, android.sensor.accelerometer
1551754653295, -0.3221282958984375, 0.905059814453125, 9.843429565429688, 0.0499725341796875, -0.0139923095703125, 0.0255279541015625, -260.63690185546875, -33.2305908203125, -9.86785888671875, 9.599990844726562, -0.018117308616638184, -0.013508796691894531, -0.2866840362548828, 1.3661259412765503, 5.2652668952941895, 8.16374683380127, 995.1461181640625, 0.14598189294338226, -0.24914047122001648, -0.6792222261428833, 87.0, -32.37398676012031, -9.39738236390645, android.sensor.gyroscope
1551754653314, -0.3221282958984375, 0.905059814453125, 9.843429565429688, 0.0499725341796875, -0.0139923095703125, 0.0255279541015625, -260.63690185546875, -33.2305908203125, -9.86785888671875, 9.599990844726562, -0.018117308616638184, -0.013508796691894531, -0.2866840362548828, 1.3661259412765503, 5.2652668952941895, 8.16374683380127, 995.1538696289062, 0.14598189294338226, -0.24914047122001648, -0.6792222261428833, 87.0, -32.37398676012031, -9.39738236390645, android.sensor.pressure
1551754653372, -0.3221282958984375, 0.905059814453125, 9.843429565429688, 0.0499725341796875, -0.0139923095703125, 0.0255279541015625, -259.9761962890625, -33.65020751953125, -9.6588134765625, 9.599990844726562, -0.018117308616638184, -0.013508796691894531, -0.2866840362548828, 1.3661259412765503, 5.2652668952941895, 8.16374683380127, 995.1538696289062, 0.14598189294338226, -0.24914047122001648, -0.6792222261428833, 87.0, -32.37398676012031, -9.39738236390645, android.sensor.magnetic_field
1551754653392, -0.265289306640625, 1.019256591796875, 9.841995239257812, 0.0499725341796875, -0.0139923095703125, 0.0255279541015625, -259.9761962890625, -33.65020751953125, -9.6588134765625, 9.599990844726562, -0.018117308616638184, -0.013508796691894531, -0.2866840362548828, 1.3661259412765503, 5.2652668952941895, 8.16374683380127, 995.1538696289062, 0.14598189294338226, -0.24914047122001648, -0.6792222261428833, 87.0, -32.37398676012031, -9.39738236390645, android.sensor.accelerometer
1551754653393, -0.265289306640625, 1.019256591796875, 9.841995239257812, 0.0205078125, -0.0322265625, -0.0406494140625, -259.9761962890625, -33.65020751953125, -9.6588134765625, 9.599990844726562, -0.018117308616638184, -0.013508796691894531, -0.2866840362548828, 1.3661259412765503, 5.2652668952941895, 8.16374683380127, 995.1538696289062, 0.14598189294338226, -0.24914047122001648, -0.6792222261428833, 87.0, -32.37398676012031, -9.39738236390645, android.sensor.gyroscope
