timestamp, acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z, mag_x, mag_y, mag_z, light, la_x, la_y, la_z, gravity_x, gravity_y, gravity_z, pressure, rot_x, rot_y, rot_z, azimuth, pitch, roll, sensor_change
1538703538998, -0.3196259140968323, 2.075174331665039, 9.990405082702637, -0.2727513313293457, -0.609338104724884, -0.3176499307155609, -21.75200080871582, 4.080999851226807, 7.492000102996826, 146.0, 0.26687443256378174, 0.24197375774383545, 0.3744926452636719, -0.586500346660614, 1.8332005739212036, 9.615912437438965, 988.0399780273438, 0.08690515160560608, -0.04359876364469528, -0.6721079349517822, 85.0, -10.730531983281743, 3.0812808287096383, CM3323 RGB Sensor
1538703539035, -0.3196259140968323, 2.075174331665039, 9.990405082702637, -0.2727513313293457, -0.609338104724884, -0.3176499307155609, -6.133999824523926, 23.038999557495117, 7.054999828338623, 146.0, 0.26687443256378174, 0.24197375774383545, 0.3744926452636719, -0.586500346660614, 1.8332005739212036, 9.615912437438965, 988.0399780273438, 0.08690515160560608, -0.04359876364469528, -0.6721079349517822, 85.0, -10.730531983281743, 3.0812808287096383, YAS532 Magnetic Sensor
1538703539036, -0.3196259140968323, 2.075174331665039, 9.990405082702637, 0.08277224004268646, 0.13988813757896423, 0.3194825351238251, -6.133999824523926, 23.038999557495117, 7.054999828338623, 146.0, 0.26687443256378174, 0.24197375774383545, 0.3744926452636719, -0.586500346660614, 1.8332005739212036, 9.615912437438965, 988.0399780273438, 0.08690515160560608, -0.04359876364469528, -0.6721079349517822, 85.0, -10.730531983281743, 3.0812808287096383, K330 Gyroscope sensor
1538703539036, -0.3196259140968323, 2.075174331665039, 9.990405082702637, 0.34666603803634644, 0.13988813757896423, 0.7046330571174622, -6.133999824523926, 23.038999557495117, 7.054999828338623, 146.0, 0.26687443256378174, 0.24197375774383545, 0.3744926452636719, -0.586500346660614, 1.8332005739212036, 9.615912437438965, 988.0399780273438, 0.08690515160560608, -0.04359876364469528, -0.6721079349517822, 85.0, -10.730531983281743, 3.0812808287096383, K330 Gyroscope sensor
1538703539037, -0.3196259140968323, 2.075174331665039, 9.990405082702637, 0.34666603803634644, 0.13988813757896423, 0.7046330571174622, -6.133999824523926, 24.395000457763672, 7.054999828338623, 146.0, 0.26687443256378174, 0.24197375774383545, 0.3744926452636719, -0.586500346660614, 1.8332005739212036, 9.615912437438965, 988.0399780273438, 0.08690515160560608, -0.04359876364469528, -0.6721079349517822, 85.0, -10.730531983281743, 3.0812808287096383, YAS532 Magnetic Sensor
1538703539037, -0.3196259140968323, 2.075174331665039, 9.990405082702637, 0.04581489413976669, 0.5873469114303589, 0.44715335965156555, -6.133999824523926, 24.395000457763672, 7.054999828338623, 146.0, 0.26687443256378174, 0.24197375774383545, 0.3744926452636719, -0.586500346660614, 1.8332005739212036, 9.615912437438965, 988.0399780273438, 0.08690515160560608, -0.04359876364469528, -0.6721079349517822, 85.0, -10.730531983281743, 3.0812808287096383, K330 Gyroscope sensor
1538703539039, -0.3196259140968323, 2.075174331665039, 9.990405082702637, -0.016798794269561768, 0.16340644657611847, 0.39095374941825867, -6.133999824523926, 24.395000457763672, 7.054999828338623, 146.0, 0.26687443256378174, 0.24197375774383545, 0.3744926452636719, -0.586500346660614, 1.8332005739212036, 9.615912437438965, 988.0399780273438, 0.08690515160560608, -0.04359876364469528, -0.6721079349517822, 85.0, -10.730531983281743, 3.0812808287096383, K330 Gyroscope sensor
1538703539051, -0.3196259140968323, 2.075174331665039, 9.990405082702637, -0.016798794269561768, 0.16340644657611847, 0.39095374941825867, -6.133999824523926, 24.395000457763672, 6.7230000495910645, 146.0, 0.26687443256378174, 0.24197375774383545, 0.3744926452636719, -0.586500346660614, 1.8332005739212036, 9.615912437438965, 988.0399780273438, 0.08690515160560608, -0.04359876364469528, -0.6721079349517822, 85.0, -10.730531983281743, 3.0812808287096383, YAS532 Magnetic Sensor
1538703539051, -0.3196259140968323, 2.075174331665039, 9.990405082702637, -0.012217304669320583, 0.07666359096765518, 0.3903428912162781, -6.133999824523926, 24.395000457763672, 6.7230000495910645, 146.0, 0.26687443256378174, 0.24197375774383545, 0.3744926452636719, -0.586500346660614, 1.8332005739212036, 9.615912437438965, 988.0399780273438, 0.08690515160560608, -0.04359876364469528, -0.6721079349517822, 85.0, -10.730531983281743, 3.0812808287096383, K330 Gyroscope sensor
1538703539063, -0.3196259140968323, 2.075174331665039, 9.990405082702637, -0.006108652334660292, 0.07238753139972687, 0.3982841372489929, -6.133999824523926, 24.395000457763672, 6.7230000495910645, 146.0, 0.26687443256378174, 0.24197375774383545, 0.3744926452636719, -0.586500346660614, 1.8332005739212036, 9.615912437438965, 988.0399780273438, 0.08690515160560608, -0.04359876364469528, -0.6721079349517822, 85.0, -10.730531983281743, 3.0812808287096383, K330 Gyroscope sensor
1538703539071, -0.3196259140968323, 2.075174331665039, 9.990405082702637, -0.006108652334660292, 0.07238753139972687, 0.3982841372489929, -6.133999824523926, 25.020999908447266, 6.7230000495910645, 146.0, 0.26687443256378174, 0.24197375774383545, 0.3744926452636719, -0.586500346660614, 1.8332005739212036, 9.615912437438965, 988.0399780273438, 0.08690515160560608, -0.04359876364469528, -0.6721079349517822, 85.0, -10.730531983281743, 3.0812808287096383, YAS532 Magnetic Sensor
