timestamp, acc_x, acc_y, acc_z, sensor_change
1538715741889, 0.5871779918670654, 0.9756371974945068, 9.679159164428711, K330 3-axis Accelerometer
1538715741912, 0.42018240690231323, 0.9157821536064148, 9.570222854614258, K330 3-axis Accelerometer
1538715741927, 0.2861070930957794, 0.8134300112724304, 9.658807754516602, K330 3-axis Accelerometer
1538715741946, 0.09935937076807022, 0.5704185366630554, 10.015543937683105, K330 3-axis Accelerometer
1538715741966, -0.04489128291606903, 0.40521863102912903, 10.293869972229004, K330 3-axis Accelerometer
1538715741986, 0.009576806798577309, 0.47405192255973816, 10.110115051269531, K330 3-axis Accelerometer
1538715742013, 0.22445641458034515, 0.6530185341835022, 10.044873237609863, K330 3-axis Accelerometer
1538715742031, 0.40282443165779114, 0.7631517648696899, 10.128670692443848, K330 3-axis Accelerometer
1538715742051, 0.4537012279033661, 0.788889467716217, 10.203489303588867, K330 3-axis Accelerometer
1538715742071, 0.5380968451499939, 0.8649053573608398, 10.156203269958496, K330 3-axis Accelerometer
1538715742088, 0.5141547918319702, 0.9295487999916077, 9.892242431640625, K330 3-axis Accelerometer
1538715742117, 0.406415730714798, 0.8756792545318604, 9.75517463684082, K330 3-axis Accelerometer
1538715742133, 0.284311443567276, 0.7134721279144287, 9.864709854125977, K330 3-axis Accelerometer
1538715742150, 0.31184476613998413, 0.5710170865058899, 10.140042304992676, K330 3-axis Accelerometer
1538715742167, 0.49140989780426025, 0.618302583694458, 10.303446769714355, K330 3-axis Accelerometer
1538715742187, 0.42197805643081665, 0.646434485912323, 10.153210639953613, K330 3-axis Accelerometer
1538715742214, 0.15981295704841614, 0.6715735793113708, 9.791686058044434, K330 3-axis Accelerometer
1538715742231, 0.02753331884741783, 0.7457938194274902, 9.608530044555664, K330 3-axis Accelerometer
1538715742249, -0.01496376097202301, 0.7649474143981934, 9.747992515563965, K330 3-axis Accelerometer
1538715742268, -0.08140286058187485, 0.5482721924781799, 10.20767879486084, K330 3-axis Accelerometer
1538715742293, 0.06344634294509888, 0.545877993106842, 10.497377395629883, K330 3-axis Accelerometer
1538715742312, 0.3429693877696991, 0.6590040326118469, 10.365097999572754, K330 3-axis Accelerometer
1538715742329, 0.4189853072166443, 0.7104793787002563, 9.956886291503906, K330 3-axis Accelerometer
1538715742347, 0.41120412945747375, 0.6524199843406677, 9.740211486816406, K330 3-axis Accelerometer
1538715742368, 0.46148237586021423, 0.6643909811973572, 9.677363395690918, K330 3-axis Accelerometer
1538715742392, 0.5183446407318115, 0.7589619159698486, 9.561842918395996, K330 3-axis Accelerometer
1538715742411, 0.5123591423034668, 0.8409633636474609, 9.622296333312988, K330 3-axis Accelerometer
1538715742430, 0.48303020000457764, 0.8583213090896606, 10.003573417663574, K330 3-axis Accelerometer
1538715742448, 0.3513490855693817, 0.8684966564178467, 10.043676376342773, K330 3-axis Accelerometer
1538715742482, 0.2783259451389313, 0.8810662031173706, 10.033500671386719, K330 3-axis Accelerometer
1538715742489, 0.2454056739807129, 0.8702923059463501, 10.16757583618164, K330 3-axis Accelerometer
1538715742507, 0.06464344263076782, 0.7422025203704834, 10.251373291015625, K330 3-axis Accelerometer
1538715742530, -0.026336219161748886, 0.6536170840263367, 10.125079154968262, K330 3-axis Accelerometer
1538715742550, 0.04369417950510979, 0.67815762758255, 9.926959037780762, K330 3-axis Accelerometer
1538715742570, 0.0736217051744461, 0.6206967830657959, 9.848548889160156, K330 3-axis Accelerometer
1538715742590, 0.24480712413787842, 0.6476315855979919, 10.026318550109863, K330 3-axis Accelerometer
1538715742612, 0.3100491166114807, 0.729034423828125, 9.99220085144043, K330 3-axis Accelerometer
1538715742631, 0.3645172119140625, 0.8523358106613159, 9.726444244384766, K330 3-axis Accelerometer
1538715742650, 0.34356793761253357, 0.9367313981056213, 9.651026725769043, K330 3-axis Accelerometer
1538715742670, 0.35015198588371277, 1.003769040107727, 9.81263542175293, K330 3-axis Accelerometer
1538715742690, 0.22924481332302094, 0.9343371987342834, 10.04188060760498, K330 3-axis Accelerometer
1538715742710, 0.1759738177061081, 0.9050082564353943, 10.109517097473145, K330 3-axis Accelerometer
1538715742730, 0.15682020783424377, 0.8732850551605225, 10.022128105163574, K330 3-axis Accelerometer
1538715742750, -0.01496376097202301, 0.7631517648696899, 10.001777648925781, K330 3-axis Accelerometer
1538715742770, -0.0586579404771328, 0.8301894664764404, 9.767146110534668, K330 3-axis Accelerometer
1538715742794, 0.023343466222286224, 0.93254154920578, 9.57860279083252, K330 3-axis Accelerometer
1538715742810, 0.1280897855758667, 1.0947487354278564, 9.604340553283691, K330 3-axis Accelerometer
1538715742831, 0.18794482946395874, 1.1552022695541382, 9.865307807922363, K330 3-axis Accelerometer
1538715742851, 0.11971008777618408, 1.1641805171966553, 10.006566047668457, K330 3-axis Accelerometer
1538715742871, 0.043095629662275314, 1.1324573755264282, 10.142436981201172, K330 3-axis Accelerometer
1538715742891, 0.07960720360279083, 1.1893197298049927, 10.22144603729248, K330 3-axis Accelerometer
1538715742910, 0.038307227194309235, 1.1899182796478271, 10.17296314239502, K330 3-axis Accelerometer
1538715742930, -0.11671733111143112, 1.0319008827209473, 10.08318042755127, K330 3-axis Accelerometer
1538715742948, -0.053270988166332245, 1.0797849893569946, 10.008959770202637, K330 3-axis Accelerometer
1538715742970, 0.16639702022075653, 1.1234791278839111, 9.951498985290527, K330 3-axis Accelerometer
1538715742988, -0.05267243832349777, 0.8906430602073669, 9.744999885559082, K330 3-axis Accelerometer
